DEPARTAMEN,PROVINCIA,DISTRITO,min,max,mean,count,std,percentile_10,percentile_90,range,riesgo_friaje
JUNIN,CONCEPCION,COCHAS,1.6133736371994019,8.752012252807617,4.974265289306641,10,2.303171863912729,,,,Moderado
JUNIN,CONCEPCION,ANDAMARCA,1.3234556913375854,9.020482063293457,3.4520200841567097,34,1.8173134590393527,,,,Moderado
JUNIN,CONCEPCION,MARISCAL CASTILLA,3.201977491378784,9.2916898727417,6.696028391520183,9,1.7931387265165342,,,,Moderado
JUNIN,JAUJA,POMACANCHA,1.1681190729141235,3.378084897994995,1.9831615247224506,19,0.608922683519792,,,,Alto
LIMA,CANTA,LACHAQUI,1.5394811630249023,11.44503402709961,6.23424668745561,11,3.074744803407806,,,,Moderado
JUNIN,YAULI,SANTA ROSA DE SACCO,0.18477129936218262,3.1708030700683594,1.5912598503960504,9,0.9852615541904768,,,,Alto
LIMA,LIMA,CARABAYLLO,12.717529296875,17.789112091064453,16.6795189898947,23,1.038478487268401,,,,Bajo
LIMA,OYON,COCHAMARCA,1.3530222177505493,15.106759071350098,7.552880720658735,22,4.019192229833178,,,,Moderado
LIMA,OYON,PACHANGARA,1.7883254289627075,10.167009353637695,5.8879852294921875,17,2.5985960099043965,,,,Moderado
LIMA,OYON,NAVAN,1.1472911834716797,12.988713264465332,5.557913387522978,17,3.8653614353779866,,,,Moderado
PASCO,PASCO,HUAYLLAY,0.2979336678981781,3.114642381668091,1.3295189186378762,54,0.5743198479819674,,,,Alto
